,GISJOIN,COUNTY,Population,Population_density,Hispanic,White,Black,Native,Asian,Pacific
8703,G36006100171000,New York County,0,,0,0,0,0,0,0
8704,G36006100171001,New York County,1788,0.07147997121611897,233,1295,52,0,113,2
8705,G36006100171002,New York County,1803,0.05181034482758621,244,1249,62,3,135,0
8706,G36006100171003,New York County,1775,0.05849013082017992,180,1282,127,0,104,0
8707,G36006100171004,New York County,1074,0.057267782872987096,100,805,41,6,54,0
8708,G36006100171005,New York County,1893,0.06549039958484691,152,1439,109,1,96,0
8709,G36006100171006,New York County,1361,0.01700952333341665,70,1118,20,0,84,0
8710,G36006100172001,New York County,1334,0.026514549212911433,608,319,202,1,113,0
8711,G36006100172002,New York County,1544,0.06247723870027921,842,15,513,1,133,0
8712,G36006100172003,New York County,629,0.016019763651181743,413,45,111,2,26,0
8713,G36006100172004,New York County,1110,0.028509785791339188,578,291,96,6,79,0
8714,G36006100172005,New York County,824,0.033338727949506396,544,85,104,3,68,0
8715,G36006100173001,New York County,1538,0.06541618816724086,141,1118,97,4,84,0
8716,G36006100173002,New York County,780,0.035590436210987404,157,473,65,0,41,0
8717,G36006100173003,New York County,1957,0.04468138541975844,396,985,209,3,219,1
8718,G36006100173004,New York County,1169,0.05263631860957269,179,770,104,0,63,0
8719,G36006100173005,New York County,760,0.03484640073360844,129,523,24,0,45,0
8720,G36006100173006,New York County,986,0.045045456622047605,137,714,30,3,45,0
8721,G36006100173007,New York County,1509,0.06430032384523607,135,1196,40,1,72,0
8722,G36006100174011,New York County,1714,0.034123034043400356,986,34,564,7,66,0
8723,G36006100174012,New York County,2156,0.08407752603049565,979,154,663,2,326,0
8724,G36006100174013,New York County,1579,0.06331448734913188,455,529,383,3,118,0
8725,G36006100174021,New York County,2276,0.04486497141730731,820,435,687,3,225,1
8726,G36006100175000,New York County,0,,0,0,0,0,0,0
8727,G36006100175001,New York County,1917,0.0218277464018947,101,1607,30,0,83,0
8728,G36006100175002,New York County,1557,0.08066939536811564,232,1016,185,1,87,1
8729,G36006100175003,New York County,2235,0.10779396160895148,481,1524,35,1,104,1
8730,G36006100175004,New York County,1419,0.06487746891002194,99,1143,27,0,76,0
8731,G36006100175005,New York County,1265,0.056594488188976375,92,943,30,0,136,1
8732,G36006100175006,New York County,1578,0.0722461313066569,172,1146,46,0,117,0
8733,G36006100175007,New York County,1139,0.049564838990426456,136,747,87,0,94,0
8734,G36006100177001,New York County,1192,0.048492738293804155,235,675,103,0,117,0
8735,G36006100177002,New York County,1142,0.05892672858617131,302,560,126,0,94,0
8736,G36006100177003,New York County,1065,0.03951762523191095,206,571,120,2,81,1
8737,G36006100177004,New York County,1361,0.0822555300374713,537,354,339,0,69,1
8738,G36006100177005,New York County,1241,0.04671736184309592,259,698,162,3,41,0
8739,G36006100177006,New York County,955,0.05722332075019474,197,525,151,2,44,0
8740,G36006100177007,New York County,1046,0.047571402583227215,177,626,116,0,68,0
8741,G36006100177008,New York County,1380,0.06312900274473925,328,746,136,0,98,0
8742,G36006100178000,New York County,0,,0,0,0,0,0,0
8743,G36006100178001,New York County,1147,0.03309767710287116,627,253,165,0,40,1
8744,G36006100178002,New York County,1485,0.03950939179481722,810,264,292,5,48,3
8745,G36006100178003,New York County,1228,0.0069532130299135375,579,301,230,1,58,0
8746,G36006100179000,New York County,0,,0,0,0,0,0,0
8747,G36006100179001,New York County,1434,0.015880046953555847,256,846,149,1,93,0
8748,G36006100179002,New York County,1008,0.08444332746921338,202,662,49,0,56,0
8749,G36006100179003,New York County,1282,0.05287033982184098,82,1044,26,0,66,0
8750,G36006100179004,New York County,1776,0.08117743852271689,147,1304,51,1,193,0
8751,G36006100179005,New York County,811,0.03708954541296991,76,604,28,0,54,0
8752,G36006100179006,New York County,1511,0.0690837600585223,386,754,207,0,116,0
8753,G36006100179007,New York County,1281,0.058750687947165654,153,843,63,0,148,0
8754,G36006100180001,New York County,1855,0.03330460698768358,1112,282,236,9,129,0
8755,G36006100180002,New York County,1763,0.03345795456702029,959,422,163,1,159,1
8756,G36006100180003,New York County,897,0.025557739977775877,504,22,332,0,12,0
8757,G36006100180004,New York County,902,0.057753873735433475,583,14,223,2,63,0
8758,G36006100180005,New York County,2012,0.03766661674404673,1196,39,587,3,124,0
8759,G36006100181001,New York County,1536,0.0657703177185921,219,824,201,0,207,0
8760,G36006100181002,New York County,1229,0.05651354209776061,249,633,142,1,124,0
8761,G36006100181003,New York County,1779,0.07359450626732304,256,1063,154,0,219,0
8762,G36006100181004,New York County,1212,0.05592211507405528,149,737,163,3,84,0
8763,G36006100181005,New York County,1518,0.0649217346676931,178,1006,109,3,133,2
8764,G36006100181006,New York County,1667,0.0691443029574018,370,845,255,0,112,0
8765,G36006100182001,New York County,1398,0.051731793960923624,745,216,309,1,55,0
8766,G36006100182002,New York County,1122,0.04498436372383931,571,91,403,1,27,1
8767,G36006100182003,New York County,1744,0.03390028185440762,946,400,178,10,108,3
8768,G36006100182004,New York County,1437,0.039283761618370695,808,11,463,1,115,0
8769,G36006100182005,New York County,1974,0.05348289035194668,1060,36,649,6,168,0
8770,G36006100183000,New York County,0,,0,0,0,0,0,0
8771,G36006100183001,New York County,1629,0.01621540911805694,188,1082,107,0,153,0
8772,G36006100183002,New York County,646,0.038981414433985034,65,439,27,1,70,0
8773,G36006100183003,New York County,1142,0.06974471723464028,206,622,154,4,80,0
8774,G36006100183004,New York County,1947,0.08537227045514338,117,1431,40,0,252,0
8775,G36006100183005,New York County,1099,0.04853597138188403,139,739,49,0,100,0
8776,G36006100183006,New York County,927,0.04062048113579598,186,528,63,4,87,0
8777,G36006100183007,New York County,1144,0.05051441692056343,224,653,44,3,165,0
8778,G36006100184001,New York County,822,0.03308912325899686,306,159,236,1,45,0
8779,G36006100184002,New York County,1245,0.04570149034578959,705,64,335,3,75,2
8780,G36006100184003,New York County,1783,0.04924054128693731,880,24,743,0,77,0
8781,G36006100184004,New York County,1606,0.044106338569702294,871,18,626,0,55,1
8782,G36006100184005,New York County,2364,0.045571084337349396,956,415,669,8,189,2
8783,G36006100185001,New York County,1578,0.034663034882699235,128,965,122,2,255,2
8784,G36006100185002,New York County,2378,0.03588729758688861,280,1217,263,2,494,0
8785,G36006100185003,New York County,1287,0.06916380051590713,74,890,80,0,185,0
8786,G36006100186001,New York County,1762,0.04470719577793565,699,32,848,5,81,3
8787,G36006100186002,New York County,1627,0.03336614576924654,529,290,643,3,73,0
8788,G36006100186003,New York County,1738,0.051781670837802406,718,26,865,2,52,2
8789,G36006100187000,New York County,0,,0,0,0,0,0,0
8790,G36006100187001,New York County,1740,0.01653332319796279,165,1307,59,0,91,0
8791,G36006100187002,New York County,2058,0.08131816026552868,226,1520,81,3,118,0
8792,G36006100187003,New York County,891,0.04065893949073651,151,542,108,0,51,0
8793,G36006100187004,New York County,1645,0.07546563904945408,198,1057,61,0,215,0
8794,G36006100187005,New York County,1797,0.08305217913758839,542,652,379,0,148,0
8795,G36006100187006,New York County,1252,0.05636592832703043,200,674,150,5,141,1
8796,G36006100188001,New York County,947,0.02599291850794609,445,164,228,3,52,0
8797,G36006100188002,New York County,1537,0.038588034445532375,989,213,223,2,65,0
8798,G36006100188003,New York County,1523,0.040386094243059056,1019,203,194,8,53,0
8799,G36006100188004,New York County,1690,0.048904708163324366,835,276,429,2,99,0
8800,G36006100189001,New York County,1604,0.046732511726830406,228,971,196,3,129,1
8801,G36006100189002,New York County,2122,0.062223264815412134,628,851,364,6,162,0
8802,G36006100189003,New York County,2095,0.04895317319375642,1235,44,638,4,87,0
8803,G36006100189004,New York County,1160,0.051700316441592016,359,462,183,1,88,0
8804,G36006100189005,New York County,1819,0.039733508082131934,684,679,245,1,161,0
8805,G36006100189006,New York County,2756,0.03205955912289885,1558,54,994,4,88,0
8806,G36006100190001,New York County,1263,0.02547449525000504,264,150,726,5,46,1
8807,G36006100190002,New York County,2416,0.04456249077763022,489,606,891,5,266,4
8808,G36006100191000,New York County,31,inf,17,1,3,0,2,0
8809,G36006100191001,New York County,1551,0.013978765975088776,120,1147,29,0,197,0
8810,G36006100191002,New York County,2000,0.08634460130380348,139,1548,52,0,145,0
8811,G36006100191003,New York County,1184,0.07254012988604337,153,802,99,0,77,4
8812,G36006100191004,New York County,1580,0.07412272471382998,239,962,139,0,166,0
8813,G36006100191005,New York County,1419,0.04865921404567588,453,559,224,1,139,0
8814,G36006100191006,New York County,1240,0.0549645390070922,310,509,185,0,161,1
8815,G36006100192000,New York County,0,,0,0,0,0,0,0
8816,G36006100192001,New York County,645,0.005665398905567901,291,118,164,5,32,0
8817,G36006100192002,New York County,1768,0.041759176153809814,952,34,649,7,70,0
8818,G36006100192003,New York County,1558,0.04628226836586163,821,35,590,0,82,0
8819,G36006100193001,New York County,1367,0.06426590193220817,390,463,236,2,207,0
8820,G36006100193002,New York County,1499,0.06460649943970348,558,509,227,3,107,0
8821,G36006100193003,New York County,1503,0.06760829472358418,609,496,162,1,177,0
8822,G36006100193004,New York County,969,0.04625960758103786,399,256,172,4,96,1
8823,G36006100193005,New York County,1986,0.046513806590626976,915,320,458,0,202,0
8824,G36006100193006,New York County,1412,0.03112463078076092,587,429,92,3,234,0
8825,G36006100194001,New York County,2532,0.037074456402372065,1353,63,936,6,98,0
8826,G36006100194002,New York County,817,0.0226887722513816,345,189,169,0,76,0
8827,G36006100194003,New York County,1484,0.04200871879069241,700,255,394,10,69,0
8828,G36006100194004,New York County,2145,0.06054704039292065,1473,71,491,3,17,0
8829,G36006100195000,New York County,0,,0,0,0,0,0,0
8830,G36006100195001,New York County,1474,0.01386628535949803,194,893,124,0,183,0
8831,G36006100195002,New York County,1217,0.042008974801518814,108,889,39,1,107,0
8832,G36006100195003,New York County,2420,0.05656187916325815,579,1035,100,4,567,0
8833,G36006100195004,New York County,1340,0.06460010605987562,343,694,90,2,163,0
8834,G36006100195005,New York County,1377,0.07012272750420125,183,942,48,1,100,0
8835,G36006100196001,New York County,1477,0.05926966292134832,669,216,474,1,57,0
8836,G36006100196002,New York County,1400,0.022572635516429653,710,129,368,2,142,0
8837,G36006100196003,New York County,1154,0.012787553743185142,458,209,399,11,28,1
8838,G36006100197011,New York County,1278,0.005415804997118351,196,385,155,1,482,1
8839,G36006100197021,New York County,2601,0.054876890942464715,431,914,734,0,316,0
8840,G36006100198001,New York County,2316,0.01793985964151265,437,554,1017,1,209,0
8841,G36006100198002,New York County,54,0.0005604334018307491,15,7,17,0,3,0
8842,G36006100199000,New York County,0,,0,0,0,0,0,0
8843,G36006100199001,New York County,1696,0.014752315922237203,176,974,69,12,342,0
8844,G36006100199002,New York County,1495,0.06407783635506407,207,888,221,0,113,0
8845,G36006100199003,New York County,1792,0.08220937700706486,218,780,185,7,486,0
8846,G36006100199004,New York County,1687,0.07740307409956412,235,782,166,4,372,8
8847,G36006100199005,New York County,1513,0.06945464561145795,317,652,77,2,385,0
8848,G36006100199006,New York County,1415,0.06174455644281538,147,891,66,3,229,0
8849,G36006100200001,New York County,1055,0.027990024408362516,157,345,422,1,50,1
8850,G36006100200002,New York County,1800,0.019650225977598742,255,514,783,3,121,2
8851,G36006100201011,New York County,1863,0.03379530530058412,219,839,173,11,523,1
8852,G36006100201021,New York County,1014,0.04367865604135257,238,227,405,2,53,2
8853,G36006100201022,New York County,1315,0.05644988194891608,229,480,415,1,89,0
8854,G36006100201023,New York County,664,0.04506583412515271,95,171,325,0,13,0
8855,G36006100201024,New York County,1084,0.04903646068940559,288,295,421,0,41,0
8856,G36006100203001,New York County,1893,0.04207414651493599,247,759,284,9,512,0
8857,G36006100203002,New York County,1981,0.014868688688237899,359,668,220,10,585,0
8858,G36006100205000,New York County,0,,0,0,0,0,0,0
8859,G36006100205001,New York County,2451,0.009891280660548682,222,1432,129,2,486,0
8860,G36006100205002,New York County,1701,0.10054379950348741,181,926,114,0,350,1
8861,G36006100205003,New York County,871,0.05308062648546529,62,633,31,2,92,1
8862,G36006100206001,New York County,1906,0.025600386826411647,414,391,879,3,86,0
8863,G36006100206002,New York County,1722,0.02317756003014967,456,222,922,7,29,0
8864,G36006100207011,New York County,1614,0.06491312741312741,194,722,82,4,518,0
8865,G36006100207012,New York County,1421,0.06341202195546432,108,744,71,0,392,0
8866,G36006100208001,New York County,1603,0.032014539354117154,247,227,984,2,56,0
8867,G36006100208002,New York County,2036,0.041298174442190666,335,294,1214,7,70,1
8868,G36006100208003,New York County,1616,0.0328488667547515,212,480,757,3,60,0
8869,G36006100209011,New York County,1588,0.026359033944725704,495,246,656,6,95,2
8870,G36006100209012,New York County,2077,0.03738233653101996,1113,21,841,0,73,0
8871,G36006100210000,New York County,6,inf,2,0,4,0,0,0
8872,G36006100210001,New York County,1144,0.021030958158688138,157,18,887,1,17,0
8873,G36006100210002,New York County,529,0.028776587064135342,81,32,373,1,20,0
8874,G36006100210003,New York County,1541,0.04134027256143363,761,10,714,1,31,0
8875,G36006100210004,New York County,1805,0.04427600755513038,705,11,989,2,35,0
8876,G36006100210005,New York County,0,0.0,0,0,0,0,0,0
8877,G36006100210006,New York County,1723,0.051814873845968785,303,91,1210,6,42,0
8878,G36006100211000,New York County,0,,0,0,0,0,0,0
8879,G36006100211001,New York County,1986,0.012050970873786407,255,720,131,4,721,0
8880,G36006100211002,New York County,1269,0.044964920983629794,229,607,84,0,297,0
8881,G36006100211003,New York County,1795,0.044564164949477396,461,756,114,7,370,0
8882,G36006100211004,New York County,1196,0.07323943661971831,667,18,431,0,30,0
8883,G36006100211005,New York County,1729,0.05761412862379207,906,31,691,1,45,0
8884,G36006100211006,New York County,1702,0.036717435388531734,182,892,180,3,357,0
8885,G36006100211007,New York County,852,0.038729033137869906,153,316,105,4,208,0
8886,G36006100212001,New York County,2404,0.04788749228103026,671,254,1276,4,110,0
8887,G36006100212002,New York County,28,0.0005465547530743705,10,0,15,0,0,0
8888,G36006100212003,New York County,863,0.03663454599482107,105,124,528,3,29,0
8889,G36006100212004,New York County,1604,0.031201369436663556,123,233,1074,5,72,0
8890,G36006100213031,New York County,1224,0.028908150492430503,578,195,368,1,27,0
8891,G36006100213032,New York County,925,0.015918086387885045,348,115,344,1,44,2
8892,G36006100213033,New York County,1889,0.07114073739313825,614,412,659,1,100,0
8893,G36006100213034,New York County,1545,0.05877206329884358,312,449,595,0,124,0
8894,G36006100214001,New York County,1493,0.015399690562145435,241,136,966,4,66,1
8895,G36006100214002,New York County,1582,0.04095686843059079,186,176,1070,3,67,3
8896,G36006100215001,New York County,1082,0.03851219078127781,272,164,465,3,73,0
8897,G36006100215002,New York County,2774,0.06666186047629347,760,270,1618,1,39,0
8898,G36006100216001,New York County,2198,0.04621919421313819,541,521,889,6,126,0
8899,G36006100216002,New York County,906,0.05368570751362882,147,247,394,2,65,0
8900,G36006100216003,New York County,1089,0.04947751022262608,192,199,568,3,46,0
8901,G36006100216004,New York County,2079,0.04745058657050258,458,582,802,0,120,0
8902,G36006100216005,New York County,2295,0.05344418052256532,539,524,937,4,167,0
8903,G36006100217031,New York County,545,0.0017364264026024094,101,202,123,6,89,0
8904,G36006100218001,New York County,1447,0.03180779038072628,169,342,789,1,57,0
8905,G36006100218002,New York County,1482,0.03260223947906813,263,174,912,9,41,0
8906,G36006100218003,New York County,1662,0.036547553600879606,326,445,707,1,114,0
8907,G36006100218004,New York County,1939,0.04266696006161294,395,404,940,5,80,0
8908,G36006100219000,New York County,0,,0,0,0,0,0,0
8909,G36006100219001,New York County,1220,0.007766396964739284,745,133,256,5,41,2
8910,G36006100219002,New York County,1223,0.033369713506139154,795,114,242,7,23,0
8911,G36006100219003,New York County,2694,0.05424124670304226,1403,19,1175,10,34,0
8912,G36006100219004,New York County,559,0.015523896803576884,270,12,247,3,17,2
8913,G36006100220001,New York County,1072,0.024546620260120902,221,267,470,9,34,0
8914,G36006100220002,New York County,1275,0.02914418944866051,200,393,528,0,69,0
8915,G36006100220003,New York County,661,0.04409606404269513,200,82,315,5,18,0
8916,G36006100220004,New York County,1358,0.042534531900898925,246,402,552,5,74,0
8917,G36006100220005,New York County,1748,0.04303616712214098,284,313,943,1,62,0
8918,G36006100221021,New York County,1444,0.03004952761476672,221,385,714,0,36,0
8919,G36006100221022,New York County,938,0.018411651552624347,107,185,512,0,57,3
8920,G36006100222001,New York County,1880,0.020730644965651086,371,423,872,2,108,3
8921,G36006100222002,New York County,1413,0.01557282195404199,195,406,650,3,74,1
8922,G36006100223010,New York County,0,,0,0,0,0,0,0
8923,G36006100223011,New York County,1361,0.057596275920440115,1131,108,84,2,18,1
8924,G36006100223012,New York County,2043,0.030912859931304756,1485,295,112,0,84,1
8925,G36006100223013,New York County,2148,0.027311912723943697,1301,482,116,1,147,0
8926,G36006100223014,New York County,1706,0.09249620472782477,1170,219,222,3,42,0
8927,G36006100223020,New York County,0,,0,0,0,0,0,0
8928,G36006100223021,New York County,0,0.0,0,0,0,0,0,0
8929,G36006100223022,New York County,3101,0.0681853162998307,1747,432,577,2,246,0
8930,G36006100224001,New York County,1627,0.0375533756491633,311,255,929,0,38,1
8931,G36006100224002,New York County,1823,0.027858005165115603,557,353,740,2,81,2
8932,G36006100224003,New York County,1665,0.03882023781767312,696,9,887,0,18,0
8933,G36006100224004,New York County,2231,0.051839115179961426,979,20,1162,2,26,0
